Date,Open,High,Low,Close,Volume
2018-04-19,412.92043179788385,415.5146643576494,411.11766250647923,414.3274841308594,9802587
2018-04-20,412.43675877211217,414.12957725683026,405.0498370939298,407.99578857421875,7326696
2018-04-23,408.9191719638684,415.228835066044,408.2596437067435,411.557373046875,7674482
2018-04-24,411.4694140760855,429.0133637586765,411.11763633948044,426.529052734375,19921115
2018-04-25,428.1119979069819,431.69552279157006,423.67105694467574,426.7269592285156,14079382
2018-04-26,427.826176337548,434.4216345551843,423.0994107355251,428.8594665527344,34096999
2018-04-27,435.21306255332246,444.53465800962823,433.32235646546127,438.07110595703125,25518647
2018-04-30,431.7835424306541,436.44432671739133,422.11016671034076,423.5611877441406,19406069
2018-05-02,425.1880099606535,430.5523199353733,424.33059386541703,427.6943054199219,13381914
2018-05-03,429.9807391073415,429.9807391073415,421.78036934405463,422.81365966796875,8634812
2018-05-04,423.3632093090976,424.1766567629071,417.71310438150084,419.4499206542969,8302649
2018-05-07,421.60451233335067,427.9361601911576,420.5052691365719,426.94683837890625,7683268
2018-05-08,429.8048400138968,431.78348344312815,424.3965323198635,425.2319641113281,10792648
2018-05-09,424.70434319711154,432.7947617924149,423.0994324320435,429.45306396484375,9831044
2018-05-10,430.9040906760938,432.9267026903479,428.37581098252514,431.40972900390625,8781584
2018-05-11,431.45371193375354,435.8726687866166,429.91478327240196,434.9713134765625,8774740
2018-05-14,436.15846621363016,436.15846621363016,429.45305704028226,433.8060607910156,5642499
2018-05-15,432.2451520389496,439.6980266146841,429.43107682589437,430.4423828125,10501479
2018-05-16,428.26588784406755,428.26588784406755,418.7904011418488,420.4172668457031,18840763
2018-05-17,421.82435270920104,422.11014830735087,413.97573108643536,415.6685791015625,10353948
2018-05-18,415.7784506940116,419.2520540639039,409.79855201674053,410.61199951171875,11440117
2018-05-21,409.24894505794754,411.425446901046,405.4455482253105,409.51275634765625,14491208
2018-05-22,410.30424868426456,410.677981371206,406.7206943387555,407.49017333984375,11310073
2018-05-23,407.1604150015514,407.1604150015514,399.7514791723163,401.11456298828125,9991028
2018-05-24,401.8839707336553,404.9618571093157,400.1911523055173,402.6974182128906,11632489
2018-05-25,402.7633828425202,406.0171435033568,402.08187033713955,404.8739318847656,17782410
2018-05-28,406.67667181809657,407.60004062656344,403.68672266484646,404.6980285644531,11369679
2018-05-29,405.18178610118196,408.0398007894918,402.0599307396476,403.4010009765625,17878384
2018-05-30,402.25776615814925,405.9292282293453,398.6302432865486,402.807373046875,13105124
2018-05-31,404.96186442106887,405.5334848996768,402.12583435665135,405.11578369140625,37080158
2018-06-01,404.5222122806992,411.44746465964994,403.8406703753189,409.1610412597656,19174278
2018-06-04,410.4141355126854,415.0749189752529,409.16100255163656,413.68988037109375,12250151
2018-06-05,414.54733712934325,419.9116472336744,413.75587384142466,416.67987060546875,17436812
2018-06-06,416.3940360312845,420.35129339736164,414.4813454943552,419.6477966308594,9164022
2018-06-07,419.8677057900773,429.1453350294778,419.6698472931989,427.1007385253906,14999572
2018-06-08,424.9022287263294,433.7841111323126,422.37394890621266,432.8168029785156,14289325
2018-06-11,434.0259340382162,439.6760393490657,430.486348433424,432.06927490234375,15018718
2018-06-12,432.3990337241269,439.6980182380766,431.03597936866976,438.44488525390625,16285583
2018-06-13,439.6980286381466,442.29226111637854,435.08121352889714,440.7972717285156,12962502
2018-06-14,438.57681989400896,444.88648313201196,434.15786307013644,443.19366455078125,11997529
2018-06-15,442.3362025289863,450.030903689506,439.3682375616216,445.94171142578125,24705890
2018-06-18,443.5673742339309,448.6898569663923,442.77591099788714,446.53533935546875,12363932
2018-06-19,445.8098342514566,446.2055805499414,436.905938780823,437.96124267578125,13881382
2018-06-20,437.9392496522937,449.76714228658346,437.433611307361,448.1622314453125,15735681
2018-06-21,450.00895474351086,455.52718391629855,449.06360156036607,453.74639892578125,22988909
2018-06-22,452.1854504134907,452.53722816258426,443.4134899365319,445.19427490234375,35370008
2018-06-25,444.71065734972433,446.9531124194019,440.70940132866957,441.6547546386719,11369371
2018-06-26,442.3362276303299,442.3362276303299,428.81551713496145,430.4423828125,17649122
2018-06-27,433.1205900420165,436.1747889046505,426.1269134300521,427.521240234375,19595831
2018-06-28,425.8171305316013,428.6942798938047,416.2119080477685,418.2701721191406,18770484
2018-06-29,420.1070751127927,431.7927219188633,420.0628126422111,430.4426574707031,17425606
2018-07-02,430.39834460059154,430.39834460059154,423.60387887568197,425.1973571777344,14570004
2018-07-03,427.1450000737451,433.0984794484109,425.0867361670919,429.9336242675781,11084063
2018-07-04,430.1549200801727,439.09620441578414,429.8008203413119,438.25518798828125,10938521
2018-07-05,441.30942278425584,446.35549221211556,424.3121611726955,426.9237060546875,40946479
2018-07-06,427.03433061032035,435.1124673438082,426.9236744411174,432.7001037597656,20039239
2018-07-09,436.9272728855685,442.63727876250505,435.33376500734437,441.3536376953125,11309207
2018-07-10,443.8545299681209,455.252440135157,442.63728258968735,454.0130615234375,22846197
2018-07-11,453.7032475214379,460.74118690119207,450.538392356147,459.8116455078125,18953870
2018-07-12,462.26825996028464,486.45837816909665,461.49363722739486,479.0884704589844,52736376
2018-07-13,478.26960747836455,490.88476515910867,478.04826559542386,486.8125,39301408
2018-07-16,486.81250988481946,490.840512658671,474.9719451369637,476.36627197265625,14427529
2018-07-17,477.29583822146117,485.1083710549062,473.4448851186983,483.514892578125,14150770
2018-07-18,486.1927763505536,488.937137840134,476.85313025017547,483.6033630371094,10241565
2018-07-19,483.9353582855338,493.54057970862004,480.8590281363584,489.0478210449219,11885426
2018-07-20,492.83237795489623,503.9425527767501,492.1684113945521,499.5826110839844,17538801
2018-07-23,500.091649702542,500.091649702542,492.69963960632134,495.8865966796875,12779803
2018-07-24,496.6390752711268,498.74157205480844,490.1765480908057,491.7479248046875,9775749
2018-07-25,491.32738797163836,497.0816859521699,488.7601057972345,493.6069641113281,13014255
2018-07-26,491.3716687277913,496.41776742607743,490.3536024039706,491.6151123046875,14053674
2018-07-27,495.532365610507,503.4555823658442,492.278986143555,500.1136779785156,14610585
2018-07-30,500.1801243755461,512.2641325666103,499.29487502620094,509.652587890625,30344461
2018-07-31,509.47555662545886,526.9154422077543,507.77142201803036,524.9678344726562,30350826
2018-08-01,526.915416799906,532.4484024548143,524.702234357026,527.778564453125,21227054
2018-08-02,527.4022972477499,527.4022972477499,516.0929133280641,517.1552124023438,13668930
2018-08-03,520.098827431446,523.8612553695951,517.6864343032773,520.9619750976562,14536058
2018-08-06,520.8511927297149,529.3940837759162,520.2536790754917,527.88916015625,8785462
2018-08-07,528.9072836683633,531.7844621932755,520.9840657513095,524.1710815429688,8879612
2018-08-08,524.5251502333981,541.1240470186613,524.5251502333981,538.9993896484375,17307566
2018-08-09,540.6815157501778,545.1964060546684,536.4764627476042,539.1101684570312,14976885
2018-08-10,536.0338309730729,537.8043889132804,532.1828777948207,533.0238647460938,7833494
2018-08-13,530.0803401487734,531.1426985878934,523.507215221095,525.7203979492188,10211072
2018-08-14,526.7383864812343,538.7781325107724,524.2153666760712,535.8567504882812,11592139
2018-08-16,532.6033790044269,538.2469915795908,529.1728898946021,531.5188598632812,13086024
2018-08-17,535.1484549846034,537.9813709699346,531.1868756757327,532.8246459960938,8379864
2018-08-20,534.6614531936,547.4536575633119,534.5507675057839,546.6126708984375,16639535
2018-08-21,547.6529254260623,553.9604738106456,543.1158754684442,552.05712890625,15923396
2018-08-23,551.6587985281662,563.9198554134165,548.1620048381349,561.9058837890625,17429373
2018-08-24,560.0468770289477,566.553637289523,557.7451695344503,565.4691772460938,14550512
2018-08-27,566.3100803565542,573.5914622985424,566.0224038969507,571.666015625,12188510
2018-08-28,573.6579598387789,585.6091808781202,573.2153351548222,583.838623046875,19018790
2018-08-29,582.6434454777053,588.2649559431339,571.0906463804185,572.8611450195312,24230135
2018-08-30,572.5954863822391,574.1668923374838,562.3484610794108,564.1190185546875,21545859
2018-08-31,562.1493822055606,562.1493822055606,547.3653036011001,549.6006469726562,33479841
2018-09-03,551.0834348230343,556.7934703656733,542.6954313774909,544.067626953125,26686176
2018-09-04,546.723432492321,555.4212731824157,544.0012612256086,549.7333984375,19333815
2018-09-05,549.9767030289324,554.4694902715721,534.9270535837254,543.1158447265625,22584608
2018-09-06,544.5103059325828,560.2460577730595,542.3856482042748,558.3427124023438,24487897
2018-09-07,559.8919796043765,567.1733632840924,555.2885641979899,565.9561157226562,23389269
2018-09-10,564.3625784170837,565.2478869312699,553.340927676357,555.8861083984375,15440786
2018-09-11,557.2803741025751,561.4411643250952,546.3250881432887,547.8521728515625,23787332
2018-09-12,554.0933018992939,557.1475301010046,543.9348004989483,554.4031982421875,17642490
2018-09-14,557.457472162553,564.6281699530293,552.2564839348327,554.6909790039062,17233514
2018-09-17,553.6285756317748,553.6285756317748,540.7256832758947,542.6290283203125,14773803
2018-09-18,542.6732347669981,548.6045816076422,537.5165105128813,538.755859375,16660044
2018-09-19,541.7880203228374,541.7880203228374,531.607416524799,535.923095703125,24642640
2018-09-21,539.5748256622617,547.7193557926669,523.8612365552019,538.910888671875,41713856
2018-09-24,537.5607671442938,548.8258879543697,533.1565047470691,545.3511962890625,22098277
2018-09-25,546.8783314029075,551.0833835775716,528.951502034145,544.7094116210938,21250513
2018-09-26,548.4276564018437,555.0450433187049,543.182406037007,553.9163208007812,13992341
2018-09-27,555.5098534087277,559.0509693100778,547.7636845353077,554.95654296875,23642923
2018-09-28,557.6786993825865,562.9018475967209,552.1014514445271,556.8155517578125,24220992
2018-10-01,556.7048838080634,556.7048838080634,532.9352324594645,545.1962890625,16039441
2018-10-03,544.2225144827592,548.6931413528295,531.1868352532949,533.422119140625,16135428
2018-10-04,526.5170934450266,526.9154556769621,489.55686709787676,496.7497253417969,50774608
2018-10-05,486.6796898804231,493.67333663354873,459.5238698269349,464.2601013183594,47998260
2018-10-08,464.76915488394985,494.42583411836944,453.946657039451,491.0617980957031,53983473
2018-10-09,496.48411948822644,497.2144797488349,478.57944909427255,482.4967956542969,24042005
2018-10-10,484.2009259167395,493.91683291284284,479.9516108884304,487.83056640625,20784941
2018-10-11,470.9661217456406,493.4299456169422,461.67073718064023,481.5008850097656,28926389
2018-10-12,489.092086637831,499.73750566790204,487.74205181625126,498.6530456542969,19814528
2018-10-15,500.13584893837236,507.66070459433746,494.9348909550084,504.495849609375,19406012
2018-10-16,507.262341021569,516.7347451698961,504.60647485877587,515.1412963867188,16358598
2018-10-17,521.8694270033175,522.0243161046607,504.606531392762,509.6083679199219,27967162
2018-10-19,486.9010588355972,491.7700782882663,473.7325898521817,487.4764709472656,55606079
2018-10-22,491.32736792200456,493.45202534091646,468.0225300115831,470.3684997558594,28798142
2018-10-23,465.9864311784535,471.27594387522913,461.95842837507354,466.8495788574219,23128845
2018-10-24,475.79080268155826,476.25558811567174,456.5360983859955,462.887939453125,29869514
2018-10-25,458.57227539594385,460.63053933092556,449.8965654116271,456.2705383300781,30833933
2018-10-26,457.20004454263693,467.86762393617505,452.37531752942397,462.5116882324219,20085933
2018-10-29,462.99864081915166,484.1788235216352,462.99864081915166,481.5008850097656,16781215
2018-10-30,480.4828032954299,480.4828032954299,465.6986956749193,467.8676452636719,19263668
2018-10-31,468.75290522555224,471.78497301426796,463.4412611735673,469.74884033203125,35999348
2018-11-01,472.6923389405378,472.6923389405378,464.76915084726494,467.5356140136719,20552752
2018-11-02,472.2940088927251,478.4909317196763,470.58984477361537,475.79083251953125,36739798
2018-11-05,475.14904983069204,483.6698117450583,471.4087528995298,482.60748291015625,16585905
2018-11-06,484.24519386814285,492.2126744103127,483.18286509903413,488.7158508300781,18886485
2018-11-07,493.54055213197415,493.54055213197415,489.8666788739522,491.63720703125,2808599
2018-11-09,489.6675433841292,493.0094484640914,480.2615027153108,484.00177001953125,23712291
2018-11-12,485.88294105630706,486.3698281761939,475.6358848288891,478.0482482910156,12690610
2018-11-13,475.39246962124497,488.2289399381306,473.64404303650656,486.6575927734375,14899604
2018-11-14,489.13634567495455,492.50038186216375,480.4827968608081,485.9936218261719,17034346
2018-11-15,485.55100685333554,488.2289452972339,480.92543114923296,485.5067443847656,14943663
2018-11-16,485.993616173096,500.1580193355547,485.6173852021472,499.029296875,24131016
2018-11-19,501.4638099233881,509.785390436092,500.6228230165289,509.0329284667969,15987574
2018-11-20,506.81969290772537,511.6444196910351,500.1800869033896,503.45562744140625,12511640
2018-11-21,503.49994588336864,507.0410615999847,490.02163993065284,492.6110534667969,16422494
2018-11-22,493.31926178986436,498.12188722093686,486.94528922504816,488.16253662109375,12670591
2018-11-26,490.88473683856927,494.6471349635808,485.75014321886636,491.2167053222656,13969873
2018-11-27,490.3978456459913,500.1801167362265,489.31338566189805,499.3833923339844,14896607
2018-11-28,501.2645281617081,512.4632857475384,498.542357170042,510.2058410644531,17507771
2018-11-29,513.9018159634514,522.2676572802367,513.4591913637076,517.2216186523438,27640198
2018-11-30,518.9037053513254,524.9678409771739,514.4773401972819,516.8012084960938,23443212
2018-12-03,520.0545716674077,520.0545716674077,508.36892549379166,511.887939453125,12182825
2018-12-04,512.5740455041195,512.5740455041195,505.58039732565175,510.051025390625,11358720
2018-12-05,506.2664299064278,512.9281382181655,504.2966614243573,511.3124694824219,12729759
2018-12-06,508.5901852193306,508.5901852193306,494.9791230877339,497.369384765625,12831451
2018-12-07,499.9367052367765,503.25644935826995,490.5970292196639,501.8621520996094,15779984
2018-12-10,491.3273388291879,493.23068381003327,479.42041140484946,482.58526611328125,20521072
2018-12-11,471.85136663265433,487.83059080270107,466.9823768220481,485.81658935546875,29518062
2018-12-12,486.45840476706644,492.8766697720291,481.4787586849396,491.5487365722656,27572962
2018-12-13,499.29489010674473,499.29489010674473,484.70999296784566,490.0216369628906,20337275
2018-12-14,488.2731754146962,493.4962940984288,483.2713690591499,492.3011779785156,15795834
2018-12-17,493.961072137774,501.5080292498539,491.9913333510003,500.1358337402344,11077711
2018-12-18,497.2144705906611,504.16385513832273,495.9750624295153,503.0130310058594,12841994
2018-12-19,505.2704277880674,507.8377097037546,501.5965252165056,503.1900329589844,16118419
2018-12-20,496.19640838128,501.2867696752321,494.0496490564129,499.4941101074219,12609700
2018-12-21,497.96691938314893,500.7334121178466,485.1304498257496,486.9895324707031,18115814
2018-12-24,487.29940701814274,488.31747334945453,480.9475654515845,482.0984191894531,9065704
2018-12-26,480.61556706264236,486.90101453525165,471.69641421389167,486.170654296875,15771193
2018-12-27,490.0880468012935,498.8522818424453,488.6716182052182,495.8423156738281,27294221
2018-12-28,498.1882579195662,502.50399626800674,496.2849127090147,498.2104187011719,16768547
2018-12-31,500.6006453893138,501.8843160362173,494.0717541773984,496.30706787109375,15799099
2019-01-01,498.0775934791784,498.98500354776144,491.37162328363314,496.19635009765625,9746670
2019-01-02,493.3192964934436,498.8522825704563,487.3436857131709,489.73394775390625,15628818
2019-01-03,490.22084739175637,493.36357150794,482.51897052523276,483.69195556640625,16288287
2019-01-04,485.7501554591943,488.8707479276948,478.53516673110533,486.3034362792969,18516544
2019-01-07,489.99947507255644,495.06767517209585,487.3436384673368,489.0035400390625,12060290
2019-01-08,489.15844012280803,491.30522873951855,485.1304376755269,488.9592590332031,12304389
2019-01-09,492.21267318377784,494.425855651597,486.32558772693704,491.65936279296875,12614237
2019-01-10,490.33142031999716,491.7700094933411,488.2288941876079,490.22076416015625,8925160
2019-01-11,490.26505606504674,493.0094176370213,481.85495103045383,486.0378723144531,14139060
2019-01-14,484.6878651488265,487.12236004562834,480.8811746140079,485.484619140625,8994060
2019-01-15,489.11415501831715,501.0653744138922,489.11415501831715,500.0251770019531,22011407
2019-01-16,502.39332672848343,506.8197509366535,500.3350923620848,502.791748046875,13961606
2019-01-17,506.57623657866645,508.10332119014834,500.1801034631088,502.1498718261719,16379077
2019-01-18,508.5017364096409,526.6941435340066,502.5040239545783,524.2374877929688,56181172
2019-01-21,528.5089422923119,548.8481079387703,526.1408115885986,547.8521728515625,48206814
2019-01-22,545.7054129345357,551.9465982608722,539.8404290416297,546.7234497070312,36207430
2019-01-23,545.9045229540942,550.7293089254705,540.9027462181267,542.8060913085938,19313542
2019-01-24,542.2307176885093,554.7130882758987,540.0617976543355,552.1679077148438,28775487
2019-01-25,553.4958304499542,559.8033797795792,546.8341222864655,551.5260620117188,18703992
2019-01-28,553.5180050276912,555.9303984566689,541.0798955042951,544.2447509765625,18744303
2019-01-29,544.8865854468156,545.1743210694083,531.7623780647102,535.87890625,20405845
2019-01-30,537.804303586863,542.2306681873968,527.225220095184,529.2613525390625,17164298
2019-01-31,532.0500376390211,544.3110954962458,531.6074129717023,543.182373046875,22279301
2019-02-01,546.2144033623265,555.509757122941,543.1380734914077,553.2744140625,20187323
2019-02-04,551.9687571483934,574.0785419874636,549.7777351893427,571.4005737304688,25528059
2019-02-05,571.8873209788268,577.3760435684673,565.9559737679436,571.6881103515625,20479210
2019-02-06,573.7685922129579,583.2410560216659,572.8833428361716,579.9655151367188,20586783
2019-02-07,579.9655059785771,584.812393978493,569.2758539932959,571.17919921875,20150710
2019-02-08,568.7004338733668,575.6498783770401,563.1453458844361,565.5577392578125,14230054
2019-02-11,564.7608799881442,564.8051424496962,553.7391724892514,554.735107421875,16457901
2019-02-12,553.9605964529412,563.1895874760552,553.9605964529412,556.1295166015625,13998153
2019-02-14,549.3129183280569,549.3129183280569,539.1322546519556,541.8765869140625,14496604
2019-02-15,544.3332058212081,553.2523589386116,537.3616603663344,550.8399658203125,20994460
2019-02-18,553.2965993868063,554.4032201240432,537.8043227333932,540.061767578125,21106139
2019-02-19,539.1322466913853,548.7374981100645,536.1223396511388,538.291259765625,13658461
2019-02-20,541.7217070999318,548.8703030309389,539.5748886041301,546.369384765625,13776558
2019-02-21,547.0997112247437,556.7492248237998,544.1561684297326,551.9244384765625,23142949
2019-02-22,550.9064312740302,551.2162685698074,542.673375318835,545.484130859375,19152470
2019-02-25,547.0997456286915,550.1982368058309,540.3052494604813,545.4619750976562,17176522
2019-02-26,535.369810658872,546.5685699194651,533.8206242395728,540.128173828125,22160532
2019-02-27,543.5808035935923,551.0392370096412,535.148536691583,541.5667724609375,24308835
2019-02-28,546.1037761145965,548.8038457853164,542.916760195535,544.9086303710938,24688859
2019-03-01,547.5423224852349,549.910453132345,541.0134608104729,542.6954345703125,17329606
2019-03-05,541.5224694607421,548.7817507558763,539.397811854067,547.830078125,15577500
2019-03-06,548.7816240121912,563.5214364477342,546.7012293549775,559.8475341796875,26332276
2019-03-07,559.4936385114966,566.487286832105,556.9041950866588,562.2601318359375,17738092
2019-03-08,560.4009372146203,564.1191025568273,558.6082777903562,560.86572265625,13211934
2019-03-11,562.1715332234376,580.7401413223661,561.2641230591577,577.2433471679688,21258869
2019-03-12,582.9089819983315,590.4780995651925,581.7359971792328,589.3051147460938,24561597
2019-03-13,591.8060821060708,601.9866858465925,587.8666043720284,596.365234375,24577591
2019-03-14,597.4496475061777,602.871946999757,591.4076144308954,593.8200073242188,22753310
2019-03-15,595.3470866658552,601.4554838351395,580.3859605307946,585.0115356445312,34764353
2019-03-18,589.1502531477479,601.079372818546,588.26500375624,597.58251953125,22104063
2019-03-19,601.9866135927316,610.8394013627785,594.5060803189182,609.3123168945312,21448030
2019-03-20,609.8656369626848,614.3805267326183,603.7572393047114,608.825439453125,21639437
2019-03-22,607.5196617727818,611.2378271135251,591.6732852516752,593.9085693359375,25078643
2019-03-25,588.9732071022316,591.7397001118269,582.8205465049533,586.2509765625,17394088
2019-03-26,588.8403186618444,607.1212474376593,588.7075312750372,605.19580078125,20734876
2019-03-27,609.9320763376186,609.9320763376186,595.0152110776627,597.2283935546875,22079870
2019-03-28,597.6710151211328,606.3245934275687,594.3733726565703,601.9866943359375,22930248
2019-04-01,606.4131020011401,622.7021032334529,603.1154596255492,616.084716796875,22088854
2019-04-02,618.806959600837,621.0644045184021,610.8837416081006,615.133056640625,17526740
2019-04-03,616.48305202846,621.0201023548342,607.2983247627387,608.7147827148438,17169813
2019-04-04,610.3968352667464,612.4772302504579,596.3430591887059,598.910400390625,18320845
2019-04-05,602.4072136697757,603.7129859979176,594.4618939853823,599.28662109375,14717266
2019-04-08,600.2161424166632,600.8800793688172,585.9189530457305,588.3755493164062,19081843
2019-04-09,588.2207125793918,593.4438019252227,584.7238594627548,590.6773681640625,20774977
2019-04-10,592.22661208358,596.6751382297164,587.1584113334028,589.3273315429688,16651949
2019-04-11,590.0134228350183,598.888314244937,588.2650256739382,596.1439819335938,12558520
2019-04-12,597.5602725712885,600.6145007223635,591.65108599662,594.506103515625,12948769
2019-04-15,595.347137600993,597.0955936790656,590.9207727394057,593.2003784179688,9285737
2019-04-16,595.3472577454418,601.9868063777213,593.1340748680153,594.7940063476562,17360317
2019-04-18,608.6262569615424,615.1551181712927,604.1998923495519,613.47314453125,39286534
2019-04-22,601.9867358910117,605.085227013863,593.7094175338176,595.5021362304688,23607922
2019-04-23,596.6749890513453,607.7408996911048,595.7897398383277,603.6907958984375,19807450
2019-04-24,606.5459252679693,617.3905256072113,604.7532066374247,615.0445556640625,16101112
2019-04-25,614.8674710903454,625.180921221674,603.137562941129,607.4754028320312,30469914
2019-04-26,608.6262916236552,617.8995443334779,606.7229464587433,616.5051879882812,15069884
2019-04-30,618.0986958860659,618.0986958860659,604.9966511607613,616.5051879882812,22348580
2019-05-02,616.1511529555673,625.8449296649861,611.7690500980633,621.9276123046875,18992003
2019-05-03,623.211073888669,627.438286626026,620.8651043750584,623.6094360351562,14240262
2019-05-06,618.8069219399775,620.9315793269321,609.9983960458962,613.0083618164062,15832114
